Recording Name, Date Started, User
Src2_PbI2_Master_v201111,2024-2-15 11-55-35,Admin

Time Stamp,PC Wide Range Gauge,Power Supply 1 Output,Power Supply 2 Output,Power Supply 3 Output,Power Supply 4 Output,Source 1 Accumulate Thickness,Source 1 Freq,Source 1 Rate,Source 1 Temperature,Source 1 Temperature Setpoint,Source 2 Accumulate Thickness,Source 2 Freq,Source 2 Rate,Source 2 Temperature,Source 2 Temperature Setpoint,Source 3 Accumulate Thickness,Source 3 Freq,Source 3 Rate,Source 3 Temperature,Source 3 Temperature Setpoint,Source 4 Accumulate Thickness,Source 4 Freq,Source 4 Rate,Source 4 Temperature,Source 4 Temperature Setpoint,Source 1 Thickness,Source 2 Thickness,Source 3 Thickness,Source 4 Thickness
Feb-15-2024 11:55:36.330 AM,1.0820728593E-6,0,0,0,0,0,5971840.1990613397,0.0235784762,24.3228607178,140,0,5989429.0980620012,0.0004328216,24.14179039,280,0,5983203.396080792,-0.0076149999,24.5357894897,350,0,5945257.4293797035,-0.0009442255,24.714673996,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:37.340 AM,1.0820728593E-6,0,0,0,0,0,5971840.7962454399,-0.0105820896,24.349691391,140,0,5989428.91505164,0.0021681575,24.1409797668,280,0,5983202.947340467,0.0230165862,24.5202178955,350,0,5945257.4293797035,-0.0022932504,24.7119235992,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:38.352 AM,1.0654732103E-6,0,0,0,0,0,5971840.3483573543,0.0134674293,24.3418331146,140,0,5989429.0980620012,-0.0001425129,24.1385231018,280,0,5983203.3988802265,-0.0112024035,24.5268001556,350,0,5945257.4293797035,-0.002720862,24.7184619904,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:39.352 AM,1.0805531738E-6,0,0,0,0,0,5971840.8247291408,-0.012600906,24.3322315216,140,0,5989429.0647873897,0.0002219337,24.1417694092,280,0,5983203.396080792,-0.0085438558,24.5056610107,350,0,5945257.4293797035,-0.0024871575,24.705663681,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:40.354 AM,1.0617362181E-6,0,0,0,0,0,5971840.829422337,-0.0100410708,24.3467330933,140,0,5989429.0647873897,0.0001728421,24.1720561981,280,0,5983203.4293208197,-0.0087981953,24.5074386597,350,0,5945257.4532851558,-0.00199096,24.6910667419,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:41.355 AM,1.0669716875E-6,0,0,0,0,0,5971840.7962454399,-0.0062119369,24.3387298584,140,0,5989429.0315127783,0.0004675324,24.1472835541,280,0,5983202.8642404135,0.0295999305,24.5440216064,350,0,5945257.4202559395,-0.0015129368,24.7100601196,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:42.368 AM,1.060990394E-6,0,0,0,0,0,5971840.829422337,-0.0064459182,24.3447933197,140,0,5989428.4991190415,0.0056908802,24.1440963745,280,0,5983203.4321202477,-0.0135801072,24.5593624115,350,0,5945256.6605840735,-0.0010992436,24.7125549316,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:43.369 AM,1.0624825665E-6,0,0,0,0,0,5971840.2654151227,0.0223168821,24.3277950287,140,0,5989428.9982381668,-0.0005617808,24.1341438293,280,0,5983203.3988802265,-0.0084319648,24.5633125305,350,0,5945256.7266424885,-0.0004915784,24.7308940887,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:44.384 AM,1.0782776463E-6,0,0,0,0,0,5971840.8247291408,-0.0097290877,24.3192901611,140,0,5989428.9982381668,-0.0004375153,24.1148834229,280,0,5983203.4293208197,-0.0085304698,24.5421962738,350,0,5945256.7927009063,0.0006105609,24.6993713379,25,0.0406162844,0,0.2305896613,1.2408537183
Feb-15-2024 11:55:45.385 AM,1.0692233556E-6,0,0,0,0,0,5971840.829422337,-0.0078044964,24.2982158661,140,0,5989429.0297509488,-0.0006560325,24.1348114014,280,0,5983202.797760373,0.0340969026,24.5379123688,350,0,5945256.8917885339,0.0020531932,24.6894626617,25,0.0406162844,0,0.2305896613,1.2408537183
