Recording Name, Date Started, User
Src2_PbI2_Master_v201111,2024-5-7 9-33-32,Admin

Time Stamp,PC Wide Range Gauge,Power Supply 1 Output,Power Supply 2 Output,Power Supply 3 Output,Power Supply 4 Output,Source 1 Accumulate Thickness,Source 1 Freq,Source 1 Rate,Source 1 Temperature,Source 1 Temperature Setpoint,Source 2 Accumulate Thickness,Source 2 Freq,Source 2 Rate,Source 2 Temperature,Source 2 Temperature Setpoint,Source 3 Accumulate Thickness,Source 3 Freq,Source 3 Rate,Source 3 Temperature,Source 3 Temperature Setpoint,Source 4 Accumulate Thickness,Source 4 Freq,Source 4 Rate,Source 4 Temperature,Source 4 Temperature Setpoint,Source 1 Thickness,Source 2 Thickness,Source 3 Thickness,Source 4 Thickness
May-07-2024 09:33:33.554 AM,1.9788209532E-6,0,0,0,0,0,5932090.3182422929,-0.0065586682,27.6441802979,140,0,5984323.964141083,-0.001400582,235.1192321777,250,0,5975123.4273905968,-0.0133792135,24.2380943298,350,0,5913191.4270638255,-0.0016895074,27.7296733856,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:34.562 AM,1.976041856E-6,0,0,0,0,0,5932090.3511983575,-0.0067267285,27.6648139954,140,0,5984323.930894834,-0.000803065,235.0182342529,250,0,5975123.4315366922,-0.0106879203,24.2368164063,350,0,5913192.3285106849,-0.0001512176,27.7371692657,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:35.561 AM,1.962204806E-6,0,0,0,0,0,5932090.3511983575,-0.0052387814,27.6414813995,140,0,5984323.3657086501,0.0042656307,234.9558410645,250,0,5975123.4315366922,-0.0083237607,24.2126159668,350,0,5913192.3613617551,0.0017327856,27.7472991943,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:36.561 AM,1.9649644428E-6,0,0,0,0,0,5932089.8403793937,0.0210119377,27.6325111389,140,0,5984323.930894834,-0.0015689819,234.8426513672,250,0,5975123.4273905968,-0.006214373,24.2186031342,350,0,5913192.3468938125,0.0025075538,27.7636566162,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:37.561 AM,1.976041856E-6,0,0,0,0,0,5932089.7909453055,0.0187923624,27.6471595764,140,0,5984323.964141083,-0.0015096336,234.7600402832,250,0,5975122.763487909,0.038102906,24.2128410339,350,0,5913191.7555745021,0.0016363642,27.7033252716,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:38.560 AM,1.956697154E-6,0,0,0,0,0,5932089.7250331882,0.0178731717,27.6493587494,140,0,5984323.964141083,-0.0011757038,234.7175445557,250,0,5975123.4273905968,-0.0132680915,24.1941223145,350,0,5913191.5913191587,-1.8371393128E-5,27.7055225372,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:39.561 AM,1.962204806E-6,0,0,0,0,0,5932089.692077131,0.0155384726,27.6584510803,140,0,5984323.3989548935,0.0039754193,234.6319885254,250,0,5975123.4315366922,-0.0106013785,24.2100048065,350,0,5913191.4270638255,-0.0010048122,27.7308139801,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:40.562 AM,1.9608264413E-6,0,0,0,0,0,5932089.6261650156,0.0153390398,27.6800537109,140,0,5984323.930894834,-0.0015072894,234.490814209,250,0,5975123.4273905968,-0.0079881834,24.2169876099,350,0,5913192.3285106849,-0.0005809502,27.7265872955,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:41.562 AM,1.9470959358E-6,0,0,0,0,0,5932089.560252903,0.0151837213,27.6660614014,140,0,5984323.9282821547,-0.0011512683,234.3879394531,250,0,5975123.4273905968,-0.0062212035,24.2324447632,350,0,5913192.3468938125,0.0006423452,27.7258968353,160,0.0807466369,0,0.2305358269,0
May-07-2024 09:33:42.576 AM,1.9498343236E-6,0,0,0,0,0,5932089.5272968467,0.0134439266,27.6565246582,140,0,5984323.930894834,-0.0009192185,234.3172454834,250,0,5975122.82987817,0.03380332,24.2061233521,350,0,5913192.3140427358,0.0013340914,27.7234306335,160,0.0807466369,0,0.2305358269,0
