Recording Name, Date Started, User,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src2_PbI2_Master_v201111,2024-1-11 9-17-24,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Stamp,PC Wide Range Gauge,Power Supply 1 Output,Power Supply 2 Output,Power Supply 3 Output,Power Supply 4 Output,Source 1 Accumulate Thickness,Source 1 Freq,Source 1 Rate,Source 1 Temperature,Source 1 Temperature Setpoint,Source 2 Accumulate Thickness,Source 2 Freq,Source 2 Rate,Source 2 Temperature,Source 2 Temperature Setpoint,Source 3 Accumulate Thickness,Source 3 Freq,Source 3 Rate,Source 3 Temperature,Source 3 Temperature Setpoint,Source 4 Accumulate Thickness,Source 4 Freq,Source 4 Rate,Source 4 Temperature,Source 4 Temperature Setpoint,Source 1 Thickness,Source 2 Thickness,Source 3 Thickness,Source 4 Thickness
Jan-11-2024 09:17:25.564 AM,9.4749603531E-7,0,0,0,0,0,5979393.564720504,0.000170899,24.86502647,140,0,5984922.1662478382,0,24.4282093,0,0,5975309.6971194642,-0.018520304,24.52729797,350,0,5904307.2952153645,-0.001134736,24.56325912,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:26.577 AM,9.4949556975E-7,0,0,0,0,0,5979392.9301277893,0.030813632,24.86683464,140,0,5984922.8619760014,0,24.37275505,0,0,5975309.0622771671,0.026636788,24.53097725,350,0,5904307.3448700057,-0.001368516,24.58205414,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:27.593 AM,9.5686336557E-7,0,0,0,0,0,5979393.6609426839,-0.009146145,24.86483192,140,0,5984922.3324956857,0,24.35566139,0,0,5975309.1327846469,0.021153197,24.53819466,350,0,5904306.7216374883,-0.001030191,24.59234428,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:28.606 AM,9.5686336557E-7,0,0,0,0,0,5979393.6643770738,-0.007289067,24.86691284,140,0,5984922.8619760014,0,24.3827858,0,0,5975309.7303156341,-0.022173062,24.58821487,350,0,5904306.5248272466,-0.000871465,24.58847237,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:29.607 AM,9.5149932387E-7,0,0,0,0,0,5979393.6609426839,-0.005510689,24.86952019,140,0,5984922.748115344,0,24.38944244,0,0,5975309.1991769737,0.017084658,24.53196907,350,0,5904307.3608187828,-0.000357452,24.60194206,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:30.609 AM,9.5283750862E-7,0,0,0,0,0,5979393.6643770738,-0.004457771,24.88053322,140,0,5984922.8977384344,0,24.39172173,0,0,5975309.726200588,-0.020781358,24.56622887,350,0,5904307.3608187828,0.000447735,24.60580063,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:31.625 AM,9.5350730659E-7,0,0,0,0,0,5979393.6609426839,-0.003305674,24.88390541,140,0,5984922.2327469755,0,24.40130997,0,0,5975309.763511803,-0.018597757,24.56388283,350,0,5904307.3776717214,0.000860813,24.61883736,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:32.625 AM,9.5686336557E-7,0,0,0,0,0,5979393.6643770738,-0.002740503,24.8656044,140,0,5984922.8952255836,0,24.4180069,0,0,5975309.7593967626,-0.014217795,24.56683731,350,0,5904306.7872409048,0.000426323,24.59407234,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:33.626 AM,9.4949556975E-7,0,0,0,0,0,5979393.6975959316,-0.003740332,24.8626442,140,0,5984922.9309880119,0,24.43711281,0,0,5975309.763511803,-0.011338983,24.56502724,350,0,5904306.7216374883,-0.000417836,24.59804344,0,0.080738248,0,0.230347383,0
Jan-11-2024 09:17:34.643 AM,9.4949556975E-7,0,0,0,0,0,5979393.1660942547,0.022783438,24.89957619,140,0,5984922.9309880119,0,24.39947701,0,0,5975309.7593967626,-0.008564656,24.55849648,350,0,5904306.5576289529,-0.000748092,24.608284,0,0.080738248,0,0.230347383,0
