Recording Name, Date Started, User
Src2_PbI2_Master_v201111,2024-1-31 9-22-37,Admin

Time Stamp,PC Wide Range Gauge,Power Supply 1 Output,Power Supply 2 Output,Power Supply 3 Output,Power Supply 4 Output,Source 1 Accumulate Thickness,Source 1 Freq,Source 1 Rate,Source 1 Temperature,Source 1 Temperature Setpoint,Source 2 Accumulate Thickness,Source 2 Freq,Source 2 Rate,Source 2 Temperature,Source 2 Temperature Setpoint,Source 3 Accumulate Thickness,Source 3 Freq,Source 3 Rate,Source 3 Temperature,Source 3 Temperature Setpoint,Source 4 Accumulate Thickness,Source 4 Freq,Source 4 Rate,Source 4 Temperature,Source 4 Temperature Setpoint,Source 1 Thickness,Source 2 Thickness,Source 3 Thickness,Source 4 Thickness
Jan-31-2024 09:22:38.887 AM,6.2592304712E-7,0,0,0,0,0,5929003.9104568157,-0.023461196,23.5330314636,140,0,5988324.0645909449,-0.0021056039,23.5782375336,250,0,5976042.8964064345,-0.0181572818,23.4666786194,350,0,5945333.3302962966,-0.003303203,23.5515766144,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:39.887 AM,6.2416616308E-7,0,0,0,0,0,5929003.4446752584,0.0046318542,23.540397644,140,0,5988324.0293764761,-0.0012873842,23.5540904999,250,0,5976042.8964064345,-0.0141409053,23.4958190918,350,0,5945333.3302962966,-0.0036216868,23.5906562805,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:40.888 AM,6.2504398781E-7,0,0,0,0,0,5929003.9104568157,-0.0192961603,23.5519351959,140,0,5988323.8150774082,0.0011423045,23.5461006165,250,0,5976042.232401642,0.0319231055,23.4795570374,350,0,5945333.3211851818,-0.0030315781,23.56158638,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:41.889 AM,6.22851737E-7,0,0,0,0,0,5929003.3293890739,0.0135444503,23.5622940063,140,0,5988323.9980539996,-0.0009417859,23.5525341034,250,0,5976042.8592133336,-0.0156693242,23.4712162018,350,0,5945333.3211851818,-0.0020485258,23.5743942261,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:42.888 AM,6.2504398781E-7,0,0,0,0,0,5929003.8893505828,-0.0169860491,23.5823726654,140,0,5988323.9980539996,-0.0007334636,23.556558609,250,0,5976042.8964064345,-0.0146082718,23.4672851563,350,0,5945333.3211851818,-0.0011442146,23.5809764862,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:43.890 AM,6.2724395469E-7,0,0,0,0,0,5929003.2635112563,0.0175450796,23.5946445465,140,0,5988323.39922156,0.005422495,23.5827007294,250,0,5976042.298802115,0.0272655147,23.4609889984,350,0,5945333.3211851818,-0.0005687786,23.5500335693,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:44.890 AM,6.2416616308E-7,0,0,0,0,0,5929003.9222894991,-0.0187293814,23.5973148346,140,0,5988323.9980539996,-0.0017706737,23.6172866821,250,0,5976042.9256138317,-0.0192966603,23.4760303497,350,0,5945333.3211851818,-0.0003390773,23.5788326263,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:45.903 AM,6.2504398781E-7,0,0,0,0,0,5929003.2635112563,0.0178070462,23.5328426361,140,0,5988323.9961079992,-0.0013595245,23.5851554871,250,0,5976042.7138051018,-0.0013322231,23.4816303253,350,0,5945333.3542148191,-0.000332751,23.5137405396,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:46.904 AM,6.2460492123E-7,0,0,0,0,0,5929003.9222894991,-0.0185253616,23.5580348969,140,0,5988323.9647855274,-0.000745292,23.5762023926,250,0,5976042.4814034225,0.0139900823,23.4661178589,350,0,5945333.3211851818,-0.0004041301,23.5134601593,25,0.0407910711,0,0.2304546334,1.2408537183
Jan-31-2024 09:22:47.905 AM,6.2548336304E-7,0,0,0,0,0,5929003.2305723475,0.0195856122,23.5057582855,140,0,5988323.9980539996,-0.0009134183,23.5867996216,250,0,5976042.9628069215,-0.0202331518,23.4235630035,350,0,5945333.3542148191,-0.0004531224,23.5613956451,25,0.0407910711,0,0.2304546334,1.2408537183
